cell_id	cluster	MajorAxisLength	total_DNA_median	total_rRNA	total_mRNA
9729	11	13.37293574	768	2526	20
9730	2	13.38860511	836	1254	29
9731	2	14.17444644	897	658	36
9732	0	17.46738068	970	1004	85
9733	1	17.34237054	741	974	78
9734	0	19.97616084	919	994	52
9735	2	13.19032131	868	1190	67
9736	2	12.00430059	890	774	31
9737	0	14.04417386	886	1394	39
9738	4	11.04764271	704	638	14
9739	3	15.20536836	682	1771	118
9740	15	11.56326177	771	1164	26
9741	0	26.40894921	841	1646	223
9742	2	14.23066987	962	1135	55
9743	1	10.01045831	891	735	10
9744	9	9.367449318	808	796	10
9745	2	18.77812329	616	1799	47
9746	3	11.24240111	791	487	98
9747	1	9.69502554	835	843	41
9748	2	10.82514569	522	995	12
9749	0	17.7771713	852	1429	181
9750	8	7.948555306	756	1142	10
9751	2	11.31928796	864	1343	26
9752	4	9.945604444	679	2686	4
9753	8	10.79859787	552	232	8
9754	7	13.4113945	924	1593	49
9755	1	14.13970423	770	1678	102
9756	4	13.75857641	813	250	13
9757	3	11.13398981	493	1016	20
9758	2	11.41646229	703	2780	32
9759	1	14.19708476	586	1424	44
9760	1	9.54284808	810	713	12
9761	9	7.996182853	773	272	4
9762	6	8.484810835	835	912	8
9763	2	15.4778349	899	948	42
9764	6	9.009254501	620	1685	21
9765	0	12.12203718	880	1328	40
9766	7	14.71460808	905	1503	119
9767	1	15.02088997	693	984	71
9768	9	10.63593572	726	912	15
9769	0	22.11858825	846	1465	194
9770	5	24.61769252	762	1365	90
9771	6	9.963318901	690	300	19
9772	0	21.58686392	808	963	121
9773	3	8.292752395	808	895	17
9774	9	10.51822966	719	964	28
9775	5	16.2376328	829	1168	74
9776	15	16.87602345	912	1534	99
9777	8	11.81872783	703	1055	14
9778	12	10.89503966	836	1377	34
9779	9	8.13325949	784	1028	18
9780	7	18.07632045	791	1576	64
9781	12	25.69655027	835	1519	109
9782	1	15.5968852	794	1144	72
9783	11	10.18432281	625	1821	10
9784	1	9.238843923	790	906	24
9785	0	18.64100893	945	1438	152
9786	1	10.40402645	803	1054	34
9787	4	12.80950218	705	1000	36
9788	2	14.44359466	502	1580	24
9789	7	11.30595011	844	1045	23
9790	1	9.797649392	826	1109	47
9791	0	19.85804099	808	1429	63
9792	17	16.07162933	675	900	137
9793	5	11.76635689	970	1073	195
9794	1	14.26174424	750	1398	90
9795	1	12.46346953	728	1016	22
9796	5	15.48636582	814	972	48
9797	12	10.98817839	713	1042	21
9798	0	12.84227505	1002	859	59
9799	4	9.336116887	694	733	6
9800	0	16.71583479	771	1030	48
9801	5	14.4698339	797	1209	56
9802	11	9.148261999	581	1867	13
9803	3	8.634639387	724	1498	26
9804	10	21.21079016	787	1319	16
9805	3	10.18703742	789	1606	60
9806	3	13.62932015	645	1241	23
9807	3	12.36071504	771	1473	45
9808	1	10.23174241	802	533	133
9809	13	8.883598625	759	1270	12
9810	16	8.812685195	663	747	20
9811	6	11.58515125	757	837	35
9812	9	11.80289888	527	833	15
9813	0	18.04058752	871	1302	55
9814	0	19.87854706	832	1087	85
9815	4	10.28588376	582	1042	15
9816	5	15.29583252	910	1599	130
9817	13	10.19613417	660	1661	11
9818	1	16.41757226	742	795	53
9819	5	12.17529257	970	985	290
9820	2	8.904204882	890	615	33
9821	4	8.8937144	680	1224	16
9822	4	9.168106108	648	1681	9
9823	1	11.25203094	853	948	30
9824	6	15.10142619	607	1180	30
9825	2	11.39943791	629	1998	24
9826	2	12.50457952	953	841	41
9827	9	11.86145416	537	858	26
9828	15	16.47445124	785	1556	89
9829	1	12.53108118	772	781	40
9830	4	9.3457411	862	643	10
9831	7	17.27061075	819	1549	165
9832	5	10.99730611	1028	1371	15
9833	7	18.43630083	833	1193	105
9834	9	10.57006714	578	3462	7
9835	2	11.8931888	827	922	26
9836	14	9.318280748	863	961	30
9837	0	22.42207064	888	1342	86
9838	0	17.08114682	838	843	59
9839	4	11.94759342	740	1066	18
9840	2	11.86002115	641	1795	24
9841	16	7.857238862	751	610	10
9842	11	11.16397061	642	318	14
9843	1	19.49373514	739	932	87
9844	6	11.47033811	798	1049	58
9845	5	15.64094901	863	1373	137
9846	1	10.0211208	679	1157	30
9847	9	14.31007592	719	726	12
9848	0	28.66627325	810	1423	245
9849	8	12.69938968	712	2498	9
9850	4	9.213325285	711	250	6
9851	0	14.78865715	878	1388	51
9852	15	11.23490055	841	1118	40
9853	5	16.8380837	970	1038	38
9854	14	10.27544008	855	787	27
9855	4	10.12305243	728	1213	10
9856	2	10.64548326	988	1201	22
9857	0	14.39119277	773	1188	116
9858	18	15.02495497	484	1045	17
9859	4	9.035876207	607	439	10
9860	0	21.03556084	917	1114	134
9861	3	10.38910608	752	654	22
9862	4	9.199335951	682	246	6
9863	0	15.27367466	787	1349	103
9864	1	11.4053401	832	600	40
9865	14	9.82642029	861	1249	28
9866	3	9.64168548	553	1330	6
9867	1	19.54772569	721	732	50
9868	1	13.92831722	775	834	27
9869	4	14.32394375	674	526	30
9870	4	9.62695265	646	244	6
9871	1	14.61302083	751	963	83
9872	13	10.28021537	496	580	8
9873	9	14.08551105	698	1087	7
9874	12	10.69704806	723	774	19
9875	1	13.42803438	758	1070	73
9876	0	14.59110254	968	888	49
9877	12	9.421855592	709	1879	18
9878	1	16.88063278	716	1455	124
9879	1	21.3415223	702	1102	113
9880	6	10.23713174	605	940	7
9881	0	16.96192993	860	981	114
9882	3	16.62632424	609	1720	50
9883	5	19.19833135	844	1124	104
9884	10	10.37396528	638	1334	8
9885	5	13.43301696	948	1062	190
9886	4	10.27476343	493	803	8
9887	16	14.5378416	655	280	32
9888	15	13.79739697	826	1188	223
9889	1	14.60985821	762	1089	49
9890	15	15.55867174	871	1009	86
9891	0	19.89931118	816	1725	51
9892	9	8.634091208	706	950	13
9893	0	14.70689504	567	2834	50
9894	12	16.00808656	640	1675	30
9895	2	12.54747959	764	1045	19
9896	4	10.53441613	678	892	13
9897	1	10.90634437	762	818	24
9898	4	9.693899925	662	1987	5
9899	4	10.68548418	643	652	7
9900	5	14.57246847	835	1760	143
9901	13	13.86648526	580	1056	27
9902	1	12.05569988	742	943	34
9903	0	17.98785478	917	1181	98
9904	9	8.522774264	718	608	8
9905	1	12.31039055	726	787	69
9906	1	10.43910907	799	867	33
9907	6	12.59024479	485	702	10
9908	1	10.72828423	759	987	207
9909	10	10.17881933	514	924	23
9910	8	9.842615073	610	402	8
9911	11	8.246949452	636	3071	49
9912	10	10.97371436	827	779	30
9913	4	14.49007817	499	635	9
9914	9	14.65801045	665	1070	20
9915	0	21.47387203	907	966	81
9916	3	10.45815306	515	704	10
9917	2	12.70063533	776	897	18
9918	9	8.456037018	719	800	11
9919	4	8.926262427	524	889	14
9920	3	15.57412508	581	1139	43
9921	1	10.58335363	693	821	104
9922	3	9.890776857	696	753	14
9923	15	14.6989595	968	1244	70
9924	11	9.312744102	710	309	29
9925	1	21.23555417	748	1343	96
9926	3	9.087101326	615	1447	11
9927	3	9.670614585	636	445	21
9928	3	15.92274388	708	1526	100
9929	16	8.274713826	707	905	8
9930	1	15.81415072	830	1073	87
9931	14	9.332301111	603	295	17
9932	1	12.68613033	778	1095	48
9933	2	13.28513142	651	1185	50
9934	4	10.35186736	510	579	8
9935	0	13.96471873	713	680	29
9936	5	11.39852105	894	1084	48
9937	4	9.004638206	659	253	13
9938	1	14.93655581	771	1137	69
9939	6	10.12180078	723	1455	29
9940	0	18.44892034	912	1069	83
9941	7	14.08939497	927	1608	87
9942	2	8.692411105	636	2022	22
9943	2	13.40120807	808	1360	41
9944	6	10.44652914	520	572	8
9945	0	15.13233505	744	1472	38
9946	15	12.63317138	841	1658	64
9947	9	12.27618678	767	1188	21
9948	12	10.69569745	603	2289	21
9949	4	8.679737151	681	1360	7
9950	0	19.14300664	831	988	102
9951	2	13.46830416	780	1084	30
9952	8	8.769936314	702	824	9
9953	11	11.47612442	683	324	8
9954	0	16.04643104	844	961	67
9955	0	19.66150409	858	1547	138
9956	14	9.007808205	704	926	19
9957	15	14.92655764	791	1390	103
9958	3	12.39333318	676	1330	35
9959	0	25.06283406	804	1015	110
9960	13	11.0020291	685	739	24
9961	2	16.33931508	680	1643	29
9962	12	18.00045282	870	1583	58
9963	3	9.006066918	550	1146	13
9964	0	26.70161716	826	1028	146
9965	1	9.910587691	851	779	13
9966	13	9.243729098	798	1077	18
9967	12	10.19771299	567	2284	40
9968	7	19.19609149	865	1115	101
9969	2	11.77240359	936	1106	17
9970	5	17.2604513	744	1651	141
9971	2	15.31819165	956	1328	79
9972	0	28.7024549	770	1097	184
9973	3	17.83209951	698	962	50
9974	10	10.15174285	553	316	15
9975	4	9.66655136	855	1316	9
9976	0	10.98135594	689	2795	88
9977	7	12.30185237	896	1554	58
9978	4	10.72898463	629	279	5
9979	10	9.842615073	638	1486	12
9980	0	16.75383598	847	1644	85
9981	6	13.15028731	705	1101	44
9982	3	19.96983207	663	2027	80
9983	8	13.40062794	662	1163	13
9984	2	12.67590529	617	1434	55
9985	5	13.39011583	918	1255	58
9986	2	13.60304303	916	1266	38
9987	2	17.74784961	622	2258	37
9988	8	11.60738687	534	856	16
9989	1	10.7319537	810	876	47
9990	15	18.87072631	826	1273	511
9991	18	10.18432281	733	638	11
9992	1	20.17036521	814	983	93
9993	0	22.58164452	945	1023	102
9994	12	10.12508764	658	1200	26
9995	0	20.69778144	843	1117	98
9996	1	13.39470687	784	828	50
9997	13	10.5715165	474	1049	9
9998	7	10.18432281	793	1035	38
9999	2	10.21420459	921	1016	16
10000	5	15.80864604	902	3029	211
10001	0	22.19900524	914	922	101
10002	0	15.42221204	886	1048	69
10003	11	8.274713826	629	1632	40
10004	8	9.846960195	753	1056	7
10005	0	11.99393632	779	1779	58
10006	1	16.94269873	839	953	109
10007	1	23.19386463	716	1497	161
10008	9	9.329258465	762	782	13
10009	0	17.44744832	893	1221	126
10010	5	13.22012137	789	1299	52
10011	7	17.97228907	849	1369	107
10012	0	10.39180591	961	1060	67
10013	4	8.774936966	641	750	11
10014	3	10.31422953	662	1332	43
10015	15	15.44716412	693	2954	62
10016	1	14.7914854	769	930	64
10017	10	10.91726304	620	362	35
10018	8	10.44878795	508	688	6
10019	0	12.33813183	888	1180	49
10020	2	23.0377619	691	1573	73
10021	0	10.74229208	883	1234	46
10022	7	19.25685913	796	1038	115
10023	12	13.84244666	844	1908	71
10024	5	22.48580394	852	1142	93
10025	10	12.38210065	758	895	20
10026	15	16.79131038	755	2838	502
10027	10	11.465667	832	978	24
10028	0	18.84705867	894	1210	124
10029	7	21.27069478	881	1454	639
10030	2	8.198517322	601	2503	31
10031	4	8.355609896	657	868	12
10032	12	9.996104751	496	1656	40
10033	15	16.81226889	857	837	74
10034	0	18.49700521	938	1302	101
10035	2	10.81967491	918	922	37
10036	6	11.87015052	663	1245	28
10037	3	11.67851454	762	1408	19
10038	5	16.57294226	818	1365	78
10039	14	9.614426275	503	1106	33
10040	12	11.71356397	775	1042	36
10041	7	22.44487088	771	1390	88
10042	8	10.20259383	774	966	7
10043	10	8.703491214	707	862	39
10044	9	12.48424394	690	466	17
10045	6	11.71356397	742	1150	25
10046	10	8.743681281	886	1115	9
10047	8	8.870232399	625	916	22
10048	9	10.99458276	547	674	6
10049	9	10.54527858	588	706	25
10050	6	8.769936314	590	1918	12
10051	14	9.253777006	709	942	11
10052	1	11.73404221	771	973	67
10053	13	11.72914849	644	947	23
10054	11	9.608903706	558	2104	69
10055	6	8.158682974	693	729	16
10056	6	12.54511257	663	1103	40
10057	0	14.3717681	797	2026	64
10058	10	8.812685195	651	1027	13
10059	0	13.43198571	872	982	76
10060	1	12.92141988	839	958	217
10061	7	19.13190436	822	1807	71
10062	0	19.73201434	877	1066	93
10063	13	9.658805898	767	336	14
10064	5	15.4176786	803	1367	133
10065	5	14.11823298	889	1338	70
10066	12	18.26366911	746	928	101
10067	0	23.86800286	865	1286	121
10068	4	11.2313228	610	1089	8
10069	0	18.38231353	710	1673	88
10070	2	12.46254053	836	1329	84
10071	0	16.72789192	895	1621	166
10072	0	13.40109644	882	1364	113
10073	14	7.738823399	805	833	7
10074	7	21.22412399	924	1087	81
10075	0	22.47156783	974	956	182
10076	0	12.15243491	659	1517	49
10077	6	8.837431094	649	939	20
10078	0	15.61779044	905	924	74
10079	1	15.50125788	721	695	34
10080	15	25.13236144	934	1437	211
10081	0	24.94954434	835	1219	152
10082	2	12.35613167	711	2367	42
10083	11	21.04843067	874	1191	307
10084	3	8.993010541	736	1055	72
10085	4	8.692411105	642	921	7
10086	2	18.22368694	627	2310	57
10087	3	10.44951086	675	1059	20
10088	6	9.772270348	636	896	9
10089	0	13.30295307	948	1431	57
10090	4	7.441200585	790	1086	8
10091	4	10.28754141	862	1112	14
10092	1	10.38246366	795	827	40
10093	4	9.776115606	727	600	8
10094	11	9.168106108	600	271	54
10095	6	11.0627155	742	645	17
10096	5	14.42057462	812	1108	77
10097	12	9.772270348	572	1996	35
10098	11	9.791056038	617	1055	15
10099	13	10.08782141	536	259	10
10100	8	9.956409463	578	1456	28
10101	4	11.44059035	541	640	9
10102	6	12.6158611	796	892	30
10103	7	22.86217358	985	1078	80
10104	6	10.95275705	485	1101	13
10105	7	17.33989614	854	1645	158
10106	9	8.395691347	642	775	11
10107	2	10.99309057	854	1082	13
10108	17	12.90454013	798	1094	40
10109	13	11.19217458	535	263	12
10110	12	12.33553792	823	1079	47
10111	13	11.42118372	542	600	11
10112	5	17.16840584	840	1523	77
10113	0	28.31543257	981	972	118
10114	7	14.90092038	858	990	38
10115	11	12.27618678	697	932	27
10116	0	13.57909059	801	1351	56
10117	4	10.56466232	470	852	6
10118	9	11.00780664	769	901	18
10119	6	10.53734668	583	590	15
10120	1	16.26369459	589	2493	169
10121	1	18.46595354	784	1023	114
10122	5	11.3103747	877	1564	42
10123	3	10.12508764	695	1537	39
10124	7	13.5857804	877	1038	34
10125	3	10.12508764	790	1325	38
10126	2	9.521904571	868	1007	9
10127	5	12.81669837	850	938	39
10128	1	13.52009887	899	640	52
10129	2	12.67799205	512	1864	38
10130	0	16.55850788	922	1029	92
10131	1	15.27088432	752	1087	60
10132	11	11.29518429	749	1711	22
10133	3	17.1978115	613	1720	103
10134	2	10.63172956	817	1328	32
10135	5	14.34703935	932	1904	134
10136	6	10.23174241	686	342	17
10137	0	22.0368353	707	970	130
10138	0	12.54577869	650	1221	37
10139	5	10.72111918	860	1628	60
10140	4	12.98017042	610	942	15
10141	6	9.62695265	562	2455	13
10142	18	9.316140617	524	1168	20
10143	0	21.25454058	728	1529	70
10144	11	11.9506687	721	2742	9
10145	12	19.21475676	650	1167	118
10146	13	11.7262234	467	713	8
10147	0	16.41880862	972	1121	90
10148	11	8.484810835	691	846	7
10149	1	15.01519036	843	970	91
10150	2	10.62075365	718	2861	40
10151	4	12.55947372	474	734	5
10152	13	9.253063386	620	586	12
10153	0	11.452574	812	1365	68
10154	3	13.39571422	633	1407	13
10155	7	23.08966613	688	958	99
10156	13	8.812685195	628	360	17
10157	1	10.67021778	699	861	36
10158	5	16.77391582	816	1799	59
10159	6	10.56516045	622	856	17
10160	1	21.33748259	597	1461	165
10161	9	13.71559129	756	1168	33
10162	4	11.8974572	489	887	15
10163	3	13.10866968	766	1108	44
10164	7	21.3372028	690	1312	32
10165	0	18.7583469	860	1144	102
10166	11	8.346656017	660	2781	56
10167	4	9.827311171	763	787	11
10168	1	14.57351877	708	1099	67
10169	10	8.574344386	540	790	10
10170	9	16.35974106	731	1182	30
10171	13	13.08028988	653	1140	20
10172	5	26.62040412	799	1283	102
10173	4	12.05141029	728	747	28
10174	0	14.26635589	907	1261	52
10175	4	11.96416708	738	684	6
10176	4	9.956409463	568	472	8
10177	7	12.64489916	878	1530	63
10178	5	23.90727392	834	1712	204
10179	2	11.40587194	567	1299	23
10180	3	16.60170248	774	1285	30
10181	9	13.53724617	555	1209	18
10182	7	10.18873216	737	2584	32
10183	4	9.101811337	576	1913	16
10184	0	11.03268384	874	1154	69
10185	0	17.23706336	908	1290	104
10186	11	9.308293243	552	1873	6
10187	4	8.654481711	541	492	8
10188	3	13.99891973	572	900	33
10189	13	10.16970673	579	416	15
10190	11	8.461837242	680	525	19
10191	6	10.75646174	582	2246	14
10192	2	11.40724777	883	1193	61
10193	7	16.4090355	824	1227	119
10194	3	13.2117031	446	1352	10
10195	15	13.99666963	982	1346	118
10196	4	11.38950476	777	1314	12
10197	0	11.74494513	834	1322	43
10198	6	9.10919324	588	1705	27
10199	11	13.13539034	622	2614	28
10200	0	16.44647214	829	1100	81
10201	3	10.46207638	820	1012	20
10202	0	20.90297551	818	1647	125
10203	1	10.26071368	857	957	43
10204	11	21.45565532	740	634	120
10205	4	10.64322394	610	1010	16
10206	5	15.3901112	780	1477	79
10207	3	20.25549443	623	1031	26
10208	3	15.37447515	603	1215	65
10209	5	25.9173973	772	4909	255
10210	2	11.87146536	718	2550	42
10211	4	9.097357021	619	1042	18
10212	0	26.21994984	834	1057	124
10213	0	25.02154732	876	1452	111
10214	2	12.03276333	833	1128	28
10215	11	9.414718071	792	2629	45
10216	7	25.04042505	870	1087	144
10217	4	9.714550214	697	1152	4
10218	4	9.614791099	622	729	15
10219	2	11.69377249	695	832	19
10220	4	9.219918616	545	1890	7
10221	7	15.2850135	812	1172	104
10222	4	9.07374374	523	1314	5
10223	2	12.96935497	594	1126	27
10224	15	10.31781899	847	1094	22
10225	6	7.663597246	728	1240	21
10226	6	9.197685123	495	1358	11
10227	4	9.404682392	587	1275	6
10228	3	17.66353149	598	1073	95
10229	0	15.8398673	783	802	74
10230	6	10.23037392	768	373	11
10231	3	9.506305531	709	234	59
10232	2	9.824697359	733	2459	30
10233	1	13.34597567	770	878	27
10234	0	12.16044294	849	1426	134
10235	12	15.63516917	781	1911	45
10236	5	14.70949042	953	1363	76
10237	7	17.15249911	812	1728	348
10238	13	11.23631765	807	952	22
10239	12	15.42832896	653	2488	55
10240	0	13.59191718	794	1155	36
10241	1	11.13458872	714	1191	96
10242	1	10.047801	681	844	24
10243	0	12.84782731	893	1803	64
10244	5	15.56348035	981	1258	78
10245	8	8.361773803	697	2149	12
10246	6	8.833587352	657	1025	18
10247	16	10.41254503	685	339	8
10248	0	16.38015554	933	2046	172
10249	9	8.785741336	804	331	9
10250	8	11.17637269	527	1425	15
10251	8	11.39943791	656	789	32
10252	2	13.53709366	741	3285	52
10253	0	12.56554315	915	1649	78
10254	6	8.32211994	679	821	14
10255	4	9.714622708	737	882	4
10256	17	16.0047711	638	1387	31
10257	9	13.27769568	697	1082	23
10258	0	17.64848588	919	1478	79
10259	10	11.47520719	723	988	24
10260	5	21.69089291	871	1308	85
10261	6	10.95268677	650	546	16
10262	11	9.869166842	515	210	53
10263	0	12.94807713	642	2347	49
10264	0	10.40624802	762	1752	55
10265	13	10.29844898	750	714	18
10266	10	10.15174285	527	831	23
10267	2	9.810530309	697	2449	31
10268	3	17.67994198	627	1440	63
10269	11	10.047801	648	1145	85
10270	5	12.40372539	870	1696	77
10271	8	9.185169826	580	1099	10
10272	9	12.7913791	717	2077	16
10273	6	10.3514016	613	304	29
10274	0	10.19613417	738	2594	42
10275	6	11.87662609	641	726	11
10276	12	17.46009797	695	1645	132
10277	2	9.312744102	860	1403	35
10278	8	11.88805604	703	515	12
10279	3	20.00169256	663	912	50
10280	2	10.19786038	906	1310	31
10281	4	8.964288067	618	415	5
10282	2	12.68311814	773	1024	50
10283	0	17.99224614	794	2079	120
10284	6	11.07710406	756	1401	42
10285	5	14.34953009	806	966	10
10286	2	11.13458872	595	1629	22
10287	2	11.50313944	891	903	24
10288	7	22.949548	918	1016	114
10289	5	15.49250169	919	1003	68
10290	0	19.76720901	859	1497	81
10291	1	15.29789344	713	969	80
10292	10	10.14617198	607	584	13
10293	0	16.21973864	882	1250	71
10294	3	10.7319537	662	641	5
10295	13	10.29635759	472	1817	4
10296	2	9.673705011	697	1493	23
10297	0	20.80016709	775	1388	181
10298	10	12.61226558	768	1200	20
10299	9	8.292752395	666	1352	4
10300	3	12.52723636	592	1066	17
10301	14	8.794416845	794	476	9
10302	5	13.8551847	922	1267	79
10303	3	9.889866499	683	889	28
10304	3	13.76760104	756	1014	19
10305	5	11.62394519	932	1122	39
10306	3	10.49290938	829	704	17
10307	4	11.92591697	512	785	19
10308	4	10.71787844	688	783	16
10309	5	16.36028198	694	1797	119
10310	0	14.79297443	793	1394	94
10311	0	13.5843701	889	1077	82
10312	2	14.297902	960	1554	63
10313	5	11.7724275	947	986	24
10314	0	16.44149925	896	1623	98
10315	0	15.68374427	843	1447	121
10316	0	15.7438145	778	1558	73
10317	5	14.42173858	766	1471	90
10318	4	10.25977796	631	248	7
10319	10	8.794416845	776	880	15
10320	6	10.63766477	643	324	22
10321	15	14.37376904	780	1862	412
10322	17	9.964850506	614	892	14
10323	3	11.896003	789	1356	74
10324	12	10.76348924	584	2880	44
10325	5	17.70075703	772	1838	120
10326	0	17.45508105	775	1242	118
10327	13	9.889866499	782	789	6
10328	4	12.30440371	884	504	21
10329	11	12.63929552	519	411	12
10330	0	22.44594278	751	1202	77
10331	2	10.63766477	778	907	16
10332	3	8.406346809	683	1237	12
10333	3	11.14009476	921	1134	29
10334	10	15.45494122	578	1015	42
10335	9	11.47033811	687	1029	12
10336	9	12.84685335	466	873	9
10337	16	12.64811319	545	740	12
10338	7	21.30864243	707	1426	75
10339	16	11.87795617	499	880	19
10340	0	24.7458129	753	1186	179
10341	12	12.34398498	531	1522	21
10342	8	8.679737151	698	1229	5
10343	7	13.69713383	763	1830	91
10344	0	17.41212998	823	2099	104
10345	1	12.03276333	756	1283	55
10346	4	10.047801	568	925	12
10347	7	13.69651801	812	1422	73
10348	1	16.79183407	797	1213	79
10349	11	9.809443428	690	288	13
10350	9	7.93674177	876	564	9
10351	0	12.58023704	688	1000	31
10352	14	8.679737151	687	781	20
10353	13	16.98675216	571	336	12
10354	6	10.55477801	482	690	7
10355	0	27.84309886	899	859	140
10356	7	13.24420966	817	1457	62
10357	9	11.54658939	646	1094	30
10358	10	8.692411105	591	632	18
10359	10	11.38231265	725	885	26
10360	6	15.8541317	827	839	38
10361	3	9.064120677	593	3566	21
10362	8	10.22076794	674	547	18
10363	12	9.44583573	824	597	12
10364	13	9.684872966	742	620	7
10365	0	11.85468379	892	1182	38
10366	0	21.38668806	813	1040	117
10367	9	10.29115107	581	920	11
10368	11	8.18494489	593	2838	13
10369	3	11.7508148	805	1382	25
10370	0	15.07187516	596	2905	94
10371	6	8.177517647	538	1223	10
10372	0	18.4351465	734	1896	86
10373	0	15.80700483	816	1130	71
10374	0	22.98815749	926	1007	69
10375	3	12.63722415	797	1522	57
10376	16	8.710544514	841	867	9
10377	0	11.76635689	940	959	43
10378	9	8.794416845	799	1295	19
10379	10	9.045255548	702	1308	14
10380	2	11.90057713	645	1024	30
10381	14	8.679737151	654	1115	23
10382	4	8.484810835	732	524	4
10383	2	8.327879931	775	2374	27
10384	1	21.1940639	578	753	95
10385	9	9.101811337	613	849	23
10386	4	9.406360032	594	872	15
10387	13	9.589754882	653	408	9
10388	6	12.06729997	815	946	17
10389	3	8.349427155	659	263	6
10390	0	21.01804091	732	1362	60
10391	5	21.39573528	877	1406	113
10392	5	25.54537829	804	1109	164
10393	6	8.579724221	652	1277	6
10394	11	11.61496459	486	554	18
10395	10	9.659058512	571	1265	9
10396	3	15.25287726	774	2119	87
10397	6	10.82318254	505	1535	24
10398	1	12.77241982	788	815	108
10399	5	30.44440635	757	1368	123
10400	13	10.81861274	592	716	17
10401	0	20.85641698	877	927	132
10402	11	10.28754141	775	1100	43
10403	6	6.429100507	879	342	12
10404	14	8.383650164	789	245	23
10405	1	9.696164885	720	1278	66
10406	5	21.17631788	702	1065	83
10407	0	23.53958152	836	1033	125
10408	2	10.40960005	818	1813	39
10409	1	11.27267781	622	1167	54
10410	1	10.36770958	667	1124	40
10411	3	15.06626719	655	1213	40
10412	10	8.785741336	739	421	10
10413	12	10.58717212	538	2716	108
10414	8	13.28764507	661	801	12
10415	1	10.66659398	697	1304	74
10416	5	10.38910608	592	764	37
10417	6	11.75330711	658	874	23
10418	18	11.28760835	685	847	11
10419	0	17.99114573	952	1363	216
10420	9	11.68824485	769	1652	28
10421	5	16.10171492	849	1394	126
10422	3	9.886021269	538	896	27
10423	3	12.90556587	633	894	44
10424	1	11.30595011	903	733	34
10425	2	10.50646796	750	959	25
10426	10	10.68526568	517	674	13
10427	10	10.10181729	655	1582	18
10428	6	9.185169826	532	1249	23
10429	13	8.955680121	619	443	12
10430	10	10.69258398	927	810	22
10431	2	10.30059169	659	2187	28
10432	8	8.274713826	616	901	9
10433	1	18.81952025	692	1374	80
10434	2	12.44113787	780	2035	97
10435	3	13.02324139	627	1192	77
10436	4	9.441828855	471	727	10
10437	13	16.81878349	570	2396	6
10438	8	8.679737151	713	804	9
10439	8	9.582301143	761	1393	13
10440	0	20.31304394	677	1706	87
10441	9	9.734884252	698	571	13
10442	5	17.66297641	775	1147	92
10443	1	12.62185825	822	1187	78
10444	15	18.58026154	766	1429	106
10445	4	10.40371018	718	833	22
10446	6	10.29938103	686	204	9
10447	9	9.282430825	633	734	20
10448	4	8.794416845	704	1219	11
10449	14	9.966532534	571	982	36
10450	8	8.117046027	583	1134	13
10451	0	18.17166896	903	1206	82
10452	0	12.11268763	778	1214	40
10453	4	7.059150319	781	1794	6
10454	1	9.00964949	897	698	19
10455	2	11.13132309	746	1999	31
10456	6	8.105021373	639	1401	19
10457	8	10.15174285	524	1415	14
10458	0	22.19837365	766	911	108
10459	13	10.92816264	856	1182	29
10460	13	8.355687708	566	1190	19
10461	1	14.4919306	705	725	34
10462	5	14.11636274	929	1497	81
10463	3	15.2155676	630	1029	35
10464	2	15.38324795	889	1038	22
10465	0	14.39704991	791	1748	69
10466	5	12.1942218	765	1294	55
10467	7	12.31758101	758	1171	44
10468	1	11.12836178	674	1590	187
10469	14	10.30801155	577	718	28
10470	9	9.242105233	821	885	6
10471	0	19.44870164	905	1360	124
10472	17	9.137936861	747	793	21
10473	2	9.714550214	669	2554	25
10474	5	13.54745998	670	1284	64
10475	5	19.92269369	909	1216	57
10476	2	9.26281016	751	1705	13
10477	4	10.36692607	832	850	8
10478	1	10.70058826	702	1273	52
10479	0	17.79484886	859	1449	87
10480	4	9.450651879	628	830	12
10481	1	14.95828707	886	958	37
10482	4	8.249362478	614	1357	8
10483	9	11.16923534	566	657	10
10484	6	11.30582164	594	623	16
10485	9	9.542725799	699	266	8
10486	4	9.239860327	694	280	5
10487	9	8.274713826	634	1470	25
10488	4	9.345707595	750	1036	8
10489	2	11.22229013	782	1295	41
10490	4	13.13743244	500	641	9
10491	12	17.24179347	864	1672	83
10492	8	7.911430312	687	1757	13
10493	9	10.49051082	721	890	23
10494	10	9.88024236	769	842	22
10495	16	9.31668135	524	484	14
10496	9	13.14788097	841	1154	23
10497	5	14.48650286	861	1339	77
10498	1	10.18432281	768	896	21
10499	0	27.10247427	885	1117	176
10500	2	9.845916414	825	1211	16
10501	3	9.072647087	715	514	16
10502	0	10.21658276	802	1609	36
10503	9	10.0930103	702	969	17
10504	7	14.56875967	847	1371	104
10505	0	15.83633465	858	1209	94
10506	0	22.80714964	821	1810	171
10507	2	14.62932753	716	746	39
10508	4	8.490517587	652	663	12
10509	6	16.70271455	539	961	16
10510	9	9.645562765	587	804	23
10511	2	9.253777006	614	855	5
10512	6	7.406907045	749	1061	33
10513	3	9.313352329	719	1252	29
10514	7	16.01448115	876	1339	123
10515	0	21.07407782	819	1427	155
10516	3	16.53306259	673	1117	38
10517	6	9.176322612	673	705	13
10518	0	14.53473234	790	1204	40
10519	0	17.00187623	869	1217	101
10520	7	18.60729014	915	1166	103
