Row	ilvI	lysC	anr	atpA	cdrA	wspR	nirS	norB	nosZ	amrB	mexB	mexF	TriC	algD	pelA	fadB	ackA	arcA	pilA	fliC	clpX	ftsH	htpX	lon	napA	dnr	narG	pyrG	truB	ahpF	gshB	katA	katB	OxyR	sodM	sodB	PA14_48930	gpD	lasI	lasR	mvfR	pqsC	pqsH	rhlI	rhlR	fnr_2	dnaA	rpsC	suhB	rne	pnp	rho	rpoA	pchF	phzE1	phzM	pvdF	fliA	rpoH	rpoD	rpoN	sigX	rpoS	recA	impC	vgrG	aceA	sucC	ccoN1	ccoN2	ccoN4	ccoN3	coxA	cysA	gltB	pstS	ptsP	rbsA	spuD	uspA	uspM	aprA	exoT	exoY	hcnC	lasA	pcrD	pscC	rhlA	vfr	lasB
mexB	-0.0790173308499394	0.0473456328144966	0.0710854023310095	0.0762455401244699	0.0376264317661702	-0.00667868985479149	0.16520533245486	0.189359047950328	0.108622029482983	0.0286572222004495	0.292808244005877	0.0922472974527713	0.0167194809206303	-0.0324773532710717	0.0227635405150053	0.0349008960490697	0.0690162722349525	0.0282678793690093	-0.0471024496323349	0.0757418514626289	0.055026357272387	0.101212160868643	0.134777451008917	0.125135010612475	0.0303774181990663	0.0206995554273385	0.0419119919287942	0.086907759794449	0.0104371468542337	0.090551800982258	0.0178833410888731	0.123205999078557	0.0840369830179743	0.054431479688024	0.0453520480860975	0.0487055760562908	-0.0389552200213351	-0.0428037549105106	0.11877540982709	0.0594037680179048	-0.0483121577256389	0.112583424298814	0.0225067320546337	0.101393439015528	0.081477257776693	0.0305540755539686	0.108429900700548	0.0773714384215752	-0.0377683458105873	-0.00456463913533349	0.0405494841974385	0.11688732874464	0.0958330567882737	0.0811020354299939	0.0152822190896351	0.030093520204352	0.0579793100773399	0.0351771523361139	0.0304126615368187	0.0440281095088448	-0.0999108552815933	0.0320727737982793	-0.00789995463252071	0.0546133858678547	-0.0539977700613877	0.0217608331126027	0.04657974621253	0.0369371344377909	0.103282250765334	0.101543720086258	0.13514388777499	0.0301389601511327	-0.013364145451	0.0385356480556411	0.0734132121779508	0.00131091441172558	0.0753883136662718	-0.0492863994384486	0.064602388198096	0.0512155873313223	0.00629846298871835	0.024576661679906	-0.0177373581986277	0.0273633566281466	-0.00888563209035322	0.0664256348284179	-0.0816278344442481	0.0332267078894262	0.0712596464946256	0.0337841530449124	-0.020921414206423
mexF	0.00282342924035472	0.239615953221739	0.203891769183836	0.211597328977658	-0.0443750276476011	0.129450777485696	0.774752557146595	0.778319576528209	0.679084474695926	-0.0148376456649951	0.291575349660652	1.60695005110805	0.0469500147483864	0.108556603208633	-0.15539666810253	0.197849636097269	0.452672769010898	0.35124831258252	0.194633186752497	-0.0259537765757387	0.39210146713784	0.652714207981605	0.778698015322959	0.314609562767188	0.133096145832017	0.5036468662123	0.360966693110743	0.135989867793768	-0.0293561374213762	0.144173531202273	0.348559988764995	0.808025336423702	0.673394308251624	0.145017444860136	0.518427737075782	0.210643662278837	0.176744490285223	0.0049170555191945	0.553356900760103	0.118292470838278	0.149261408902717	0.162224461381196	0.198076364361812	0.0739463229575152	-0.00877903134390418	0.18557809255965	0.190861921937619	0.0142220997529991	0.20741992556232	-0.270871408236537	0.0485546216904418	-0.144145455700438	0.0899022549227501	0.487666597615549	-0.0937618862748606	0.117332106218513	0.0517139904593278	0.301830380860277	0.145328866909068	0.338334253290466	0.217142002615071	-0.0486051203953782	0.129525876930351	-0.0599120807218733	0.249026358738144	0.0173321204336473	0.235599513000145	-0.148133234182568	0.264842245991129	0.835469010223688	0.509477933014415	0.390081983849637	0.261551508856576	0.0928319279953806	-0.024922650842845	0.346636185130766	0.135094407753425	0.0606947011616929	0.0832389965975735	0.489167220814195	0.367335203095005	-0.224852797698917	0.117987271642098	0.0313989279040077	0.208041531519629	0.0235777112493485	0.2969805801445	-0.165598554249085	0.0298741885340962	0.0872484704261278	0.0502054976867958
TriC	0.460415127037321	0.0918918812990064	0.0820191862560128	0.224541731454797	0.118386645438237	0.0998351453919454	-0.05469623045199	-0.119616173025517	-0.00565767779873072	0.225463092486931	-0.0875922965993304	0.0729942602578808	0.941869298206501	-0.00837292310778778	0.133073962876821	0.268821329519161	0.111417136305353	0.0489285547978951	0.162639529934273	0.142240776616898	0.2132031678761	0.10464686460844	-0.0255096688335954	0.0568774237879654	0.147932575744723	0.103453091371388	0.189037189156025	0.108047217559462	0.223935365610495	0.0229304248864056	0.261406593195214	0.0114664340290686	-0.0317964959900261	0.154985199861777	0.174517680616779	0.202082028839215	0.203743768616166	0.0793615041173655	-0.0463324417956066	0.129011112938934	0.267032808152696	0.0334477468649784	0.171219831615663	0.0181362907539119	0.084975005996011	0.1243655371941	0.0739349304117396	0.188080325964875	0.366060280187696	0.115836104075686	0.168129390820351	0.0697521290997322	0.109122682891849	0.284630500373779	0.328724523280768	0.0507634501828554	0.223721354794928	0.135873384721353	0.182511484634462	0.206988650721897	0.577990310957135	0.102430181723093	0.421401440130234	0.175172461540458	0.376270319214842	0.172504330757478	0.0616240452073268	0.201013847823117	0.182913770327329	0.201423469555277	0.111957497713166	0.444145854787364	0.457455580951848	0.0521605290853264	0.177141389415669	0.351078910219333	0.0139618572196608	0.393447121206916	0.246506706317387	0.353271191860256	0.167770822505387	0.223998790000876	0.20010081908396	0.131114925761018	0.158344137069914	0.181280656306676	0.161629572127121	0.092404519637499	0.103310224705527	0.294750791906438	0.280073406501273
algD	-0.0917502743417632	0.0929966568646624	0.112912808475358	-0.0783295926750375	-0.0850139680381805	-0.0744389336554117	0.0998014587294304	-0.192517242002395	-0.0682848268699988	-0.200138647867799	-0.00896469659716571	-0.0146078850026011	0.0190381535468047	1.05666451181807	-0.0661493381934664	-0.0733960995474045	-0.0216116588684921	-0.0757409194538054	-0.130887297860864	0.0636141268023592	0.100649521435474	-0.11488214914798	-0.0452796156697385	-0.00453409085416578	-0.0212287670982187	-0.157317132994995	0.0429920695978579	-0.0242911684308023	-0.00671324213221886	0.312159190948362	-0.0813374645885211	-0.179487623948032	-0.0828260446905507	-0.0445819994700037	-0.135861795487134	-0.132518871362602	-0.0701231912226296	0.0645131363037695	-0.076471842181733	-0.0296954291285656	-0.0303644480488758	0.0354774838805762	-0.18406559518181	0.00519308433997816	0.130642938089397	-0.0358292227831514	0.151852682131009	-0.0619374550421675	0.135937176216405	-0.0426904771262839	0.00279776445771505	-0.036367146879156	-0.121537200366871	-0.139851951216137	-0.063868760112822	0.0156162341889124	0.192624145798581	0.0714648097456739	0.0700593750705844	-0.0750086008750596	-0.240817794777381	0.231410126419455	-0.0975900305276308	0.0246386420188582	0.00198484177206759	0.0199586656446484	0.0486261680258705	0.128512492171166	0.0384998738900349	-0.056169516238901	-0.134207651914556	-0.175001479869659	0.415092114064321	-0.00795850761165887	0.119269568115106	-0.0331417921452366	0.179067540490574	-0.0298895764442739	-0.0518350557150474	-0.0444872958035745	-0.121382363964676	-0.113978672107364	0.0013945082780483	-0.049592207087124	0.0657344738731366	0.0396191130721356	0.114066842692429	0.11109587088848	0.00662526337027976	-0.0407715756510806	-0.0690894730501483
pelA	0.154973413180668	0.0735351079596427	0.174506003603503	0.184092884014614	0.145919107592001	0.0197454420117203	-0.197890728579771	-0.0877212070400707	-0.0768420010933082	0.151685880152901	0.0429900430756361	-0.104146896066876	0.115440572118221	-0.0966723809367183	1.54378007258296	0.125777427610186	-0.0161490078412165	-0.0902855729839462	0.0704210422951042	0.16914986784302	0.0953701471796188	-0.0472643325734191	-0.053100109242491	0.0588059605146267	0.0923815351707133	-0.0694273172927544	0.0757769054982684	0.0506756028413142	0.0483946243611075	-0.0366941742930527	-0.0166557791391045	-0.284395589758617	-0.0319455403044705	0.208533908436356	-0.150563784183274	0.166633100050768	0.317554730313282	0.126593252202599	-0.134850052359413	0.0858724825146031	0.0495934918193669	0.124093781159659	0.185351902355562	0.170274688655202	0.163624318019152	0.0915572156502267	0.0593853989181545	0.213736676403459	0.190105869460545	-0.029161298364897	0.244250116771096	0.163863464570708	0.110254669022036	0.0478641135975195	0.208111083022033	0.135437691710653	0.329684395789573	0.0634439160370291	-0.0654239471934514	0.0374870417134837	0.326245340653684	0.128884003834946	0.124967902356341	0.0744386985415493	0.0521823063698386	0.0626659955014257	0.0782718319140006	0.189877244857919	0.167464697340297	0.00365681268143258	0.199315453396637	0.268260102622175	-0.411721505050317	0.0175886075759886	0.109047447294687	0.104587199078549	0.0353511355489305	0.155013817979532	0.202278863574483	0.0690199590911569	0.0119871569582653	0.115906060847359	0.134388866321778	0.0699164819228467	0.256361597553989	0.062788308298594	-0.0594844172433218	0.0984284735139948	0.17592893605004	0.0437446479771156	-0.112288084316593
fadB	0.206478392752217	0.132869444602817	0.073847224775995	0.121290354194842	0.0383405834083334	0.0776762202075032	0.074055232595834	0.0933607350371627	0.0896931459778664	0.124435979919725	0.0502607904383618	0.0547590798109289	0.157227850673481	-0.0268776005364101	0.0397022065878202	0.39008158029168	0.115390361411786	0.137171851656079	0.0395943200884164	0.09746400740723	0.123280370222086	0.116211284223371	0.0975521025743527	0.0472900163808102	0.099941553037135	0.180597801144572	0.174049443471238	0.0319201040728248	0.131843042781884	0.0453214321943676	0.182317271134013	0.176069417471339	0.0774524666550928	0.109872275730055	0.167752383758025	0.109125411024179	0.161585926451332	0.0719511311750182	0.0056721635877198	0.0837799679101841	0.183041052358804	0.0518501226239804	0.0652936830041237	0.0562926179084054	0.00615648943107655	0.117784042063148	0.0650556148002372	-0.0200262205399763	0.198098203156111	-0.00988931962075885	0.0714204846800716	-0.0205431502768844	0.00429414478994957	0.190608620652155	0.256725075451647	0.125351245587954	0.176094449188822	0.103946271921923	0.0208688083286776	0.154557931136287	0.307747913043069	-0.079410207289531	0.233445586919117	-0.0391199291277929	0.237402436507719	0.0465990796936285	0.0724003736654893	0.0156848951165809	0.0344211744151302	0.122921800779757	0.0904720607309847	0.313375777318777	-0.0290138447752293	0.108945895170504	0.130007001524769	0.211430146207414	0.0600251711950389	0.229535643110617	0.163272230405935	0.17653423068188	0.122888922406197	0.111856907509578	0.101854726296067	0.105742058306002	0.142925980164764	0.0608430584458788	0.125514442372824	0.0140300897612445	0.0278817260560184	0.117129523217731	0.0883245937434431
ackA	0.316393473046178	0.318405868761544	0.309416680323563	0.226998076590061	0.180389603528841	0.142207299467409	0.863332058853578	0.981329096058386	0.809953586126825	-0.0256287906022131	0.321086620361741	0.367937177956455	0.0816407848987155	-0.0794667715196123	-0.0813025834184629	0.287225863389297	1.79938043935371	0.976119477319158	0.102920918404817	0.122701447289062	0.393347162243091	0.653124734982755	0.709491485095794	0.458631367925369	0.274066159794813	1.05855488211266	0.692003981216849	-0.0798143751323263	0.214558509405356	0.0833910210864336	0.462282797286944	0.965531482433869	0.603056461384198	0.140430628740728	0.629660506679165	0.241174563996027	0.353706431641851	0.0717995052582911	0.735542629520359	0.193903335714914	0.429469203982291	0.229389153275735	0.316182856303715	-0.377553690696573	-0.133569700384417	0.276046049512955	-0.0808784480960681	-0.0686546536001756	0.189595609336283	-0.24120370598041	0.149705857724756	-0.177409874499265	-0.187178835582364	0.728096476942617	0.384830725881321	0.208971434850103	-0.130874621085785	0.58603031841739	-0.0148208744831003	0.547651930928793	0.485720060584413	-0.31840537532194	0.480180334167072	-0.000815965053338183	0.420611828915396	-0.137647816880201	0.289888497714705	-0.182128391056256	0.228554703199287	1.06569981745808	0.573811632168134	0.379766037926985	-0.116944432314693	0.21221361066093	-0.139052451363779	0.328703967864085	0.147935401389519	0.169174123141565	0.113309709372871	1.07815163191805	0.892245599605132	-0.102102173131262	0.107867041435833	0.0805665552494342	0.331661743978213	-0.0324996169115407	0.190014631536447	-0.127837150080579	-0.0720464506042156	0.134799623326837	0.190461223757264
arcA	0.399860402487296	0.385519942218175	0.209766014038075	0.172268045168575	0.132988379838097	0.234409223413294	1.04352508355849	0.90811416010045	0.877386644205324	0.0482483932704005	0.256354227741486	0.354969469610057	0.0897388470143874	-0.216384572532688	-0.130396258525266	0.266345074851875	0.924330227679475	1.87751449926954	0.133753294778274	0.163351295166556	0.469662594842408	0.823696322342889	0.698025355521197	0.333313567853336	0.261049280561079	1.3231289812069	0.811034800418971	-0.127976185567263	0.238173154840729	-0.00293881855618554	0.670597316217971	1.07131205455555	0.670753959813873	0.23253583770525	0.758126660700587	0.232515956415708	0.390686153492202	0.0204507466050487	0.755421775764195	0.277413561459096	0.415671121749544	0.0140420567466878	0.288694456615793	-0.417354859233488	-0.364403418117549	0.287230646054348	-0.0497475150425099	-0.130807998831037	0.342164623024825	-0.464150349985929	0.135782508812911	-0.278324008982647	-0.231318802304911	0.885379362395514	0.267191108708896	0.0700735207146391	-0.192463013307904	0.74866264140156	0.103223579623657	0.626801883939367	0.766972339255461	-0.382822611366882	0.771465739811841	-0.15736216320679	0.786060844410834	-0.215491210993063	0.224856877101745	-0.236330698046636	0.194770606257962	1.3267443306419	0.67365037030163	0.611281279668341	-0.132834713205984	0.172176902901952	-0.0732645158693877	0.444544739966861	0.013352761146111	0.329287371508876	0.24353231292993	1.45442553736201	1.19910569809016	-0.202078234431917	0.255483156081067	0.21617456688787	0.507307002728536	-0.0445268411887752	0.33049003206717	-0.294455325844625	-0.440772180916003	0.345696624228116	0.37687080871531
pilA	0.208274417234636	0.0700432767825842	0.0681453536056641	0.0707540715926456	0.0486659532859849	0.124382187986072	0.119165335758575	0.0944248866318427	0.108649465688152	0.0478372462060373	-0.046764240085014	0.0156890829513526	0.0896701902822688	-0.046532449291651	0.0399569446156503	0.0405779021387938	0.0950147635746741	0.0932123167853162	0.314029856581544	-0.00695510889090029	0.10263440919981	0.0894355183126584	-0.0387482299419818	0.00680096435250032	0.0568246800400463	0.0933702833737184	0.163730441761341	0.0555473647959099	0.127011352927641	-0.0674649731660882	0.135708749542091	-0.00655845712768353	-0.0179628714049771	0.0468162324176741	0.0471936877633549	0.103699316467944	0.121939495778808	0.0012249068880098	0.0370558957983721	0.0380715282049624	0.202322625954746	0.0225363616810621	0.14193358395429	-0.0470016729055852	-0.0271046696332504	0.0559166108192083	0.0300074586651111	0.0980859743262967	0.183619094176495	0.0756648739578529	0.0337814864935643	-0.0271368392969861	-0.0012753494354014	0.143827271422362	0.164129351596884	0.0706299863660304	0.0274581011441808	0.104443540512239	-0.000447016958763052	0.169728390703745	0.261167078194444	0.00454377001083584	0.240740516714408	0.020515503360437	0.154437840138155	0.0326110275325134	0.00745588960081938	0.0617670932068641	0.0955461291491008	0.117589297431933	0.0711928473591459	0.135077628148045	-0.20965616562585	0.00125874617126409	0.0985693828748464	0.0912946969558182	-0.00915291208490073	0.20034852212855	0.145074785158959	0.158304954366573	0.134519549661688	0.0200698363863092	0.108978759683936	0.0417710369621686	0.104033046224731	0.0278903587285628	0.078749303896843	-0.0152226835707611	-0.0159173665644604	0.123248938682596	0.12243329499145
fliC	0.174316578609958	0.0319104556590842	0.00267195703706271	0.0878819935015378	0.0716115419776814	0.0109033159506596	0.0930483498650288	0.0611012928567711	0.016226702982103	0.0275718909627403	0.0393130631814984	0.0353335655112319	0.09387933879233	-0.0531811732913923	0.0639111163965198	0.108793491784434	0.0289399553159426	0.0967320050833776	0.0268785447754629	0.269952195334278	0.0816728952079978	0.0791447217328641	0.0792205159095699	0.0893213746974713	0.0654406463401074	0.097075082909749	0.0817348530597422	-0.00118637878142213	0.031235579075997	0.020904724962129	0.0737897118357892	0.113933385701823	0.039811679085516	0.0709041660350216	0.128021074621876	0.06634949195519	0.0601230253095222	0.0871344250542663	-0.00594338246233647	0.0479702407591872	0.116396501331805	0.0365637714521795	0.0719478489745518	0.0123638489045659	-0.0191603503166014	0.0657376402291579	0.0903562995931012	0.0541029670201878	0.127863202333564	0.0712504832980049	0.126809487124365	0.0558066372365548	0.0775862650724172	0.0790701240960175	0.13298236588859	0.120596097197384	0.0519405309723728	0.0882907966203324	0.0715678402304347	0.0177216573122534	0.222118215430975	0.052621967536651	0.144092532100121	-0.0114257391870473	0.100415878478979	0.02423404143066	0.0403519177510893	0.0627465581469392	0.0385600988221552	0.0480302274026149	0.0607990251623508	0.13980794096868	-0.0572738248323078	0.0488075772448444	0.184111497580177	0.127693198170864	-0.0250844631272831	0.104543880751252	0.103904304466366	0.196837111152788	0.116444087636192	0.0240338978317326	0.0439805276524678	0.0135509069762593	0.122504057879876	0.022636849833142	0.0556225431266211	0.0478294177133021	-0.00593795148069495	0.111626083144273	0.0741010650655113
clpX	0.167713450617924	0.112090642473412	0.101338934880807	0.125371734145664	0.0779943390954864	0.0831371190641785	0.205988079437824	0.232943341487565	0.191829490183574	0.0656755401306108	0.0718166881889579	0.108288129762288	0.084251247310876	0.00405619660852325	0.0359194167856282	0.0852359520184848	0.15560973767303	0.128173400455063	0.0690536040887232	0.0101453024205275	0.15565085705944	0.195912612560014	0.215250003719337	0.121954183399313	0.0773620176032598	0.204388666741741	0.199055664050184	-0.00239199531820852	0.0942249485681971	0.037653531119181	0.1483822830085	0.176277462430236	0.146985887928809	0.0970664795484328	0.221107678592678	0.0506566916955092	0.119535534854883	0.00378379435712224	0.16489378502705	0.0809478942227428	0.156638923195323	0.072938976579291	0.126155316771066	-0.0354683824651665	-0.0208744776918575	0.0869386795551354	0.0815686836840418	0.0292287992493897	0.132471792438405	-0.0337596398910606	0.0408432680386672	0.0324735948441475	0.0259680208463758	0.209227669025007	0.145886244145624	0.0479690564991249	0.0627978244429841	0.11883529622466	0.0557862560162358	0.173701380003067	0.207892089757344	-0.0616080516827024	0.155383900419511	0.00189346676020917	0.175963746788578	0.00224643729366252	0.0691107181064736	0.00364657532420228	0.0605766863324602	0.186134061852337	0.170488816460061	0.162313490960218	-0.047627695989085	0.056799748002721	0.0191033121109515	0.145165127812109	0.0481839789946626	0.133163441599882	0.0824915737212044	0.160867550788762	0.146087322395372	0.0324465184774872	0.0960522952441658	0.0181812957882297	0.100986132611611	-0.0208698544342082	0.0702751647118943	-0.0218545705203077	-0.0303299251607084	0.103468512429932	0.0600151215011301
ftsH	0.199419365508388	0.129880859537553	0.0899704551565339	0.122942116726613	0.106981857961962	0.0868063640903891	0.464861790273248	0.464996358916725	0.474980913907986	0.0165105875843864	0.195505178526261	0.230283285515853	0.074246104521555	-0.0590367626416356	0.0302557986871376	0.175325600937399	0.328944983575036	0.396409316408446	0.0258077174540734	0.0273263759316714	0.305813226643695	0.531392385131561	0.471829689033307	0.30371072279342	0.127894000792531	0.425555636735725	0.319277436162288	0.0733112403330946	0.133733386967534	0.110909998091377	0.305339492938496	0.535628240877952	0.402031545067596	0.13450759821484	0.432173266601529	0.0773408899090886	0.155927378207381	0.0127574585583935	0.347478329949573	0.12697852501923	0.161897518639529	0.120657972975295	0.156556908218815	-0.0240559853806767	-0.0505511343419662	0.138870287153929	0.0942336997498544	0.00427824710168606	0.148962504265039	-0.104719755910709	0.0401512575950142	-0.023321418080452	-0.0090512702434417	0.404024298507408	0.140613514618339	0.0823348498670622	-0.0328988203098197	0.313300077923475	0.111179394654218	0.28202473078788	0.251419367039909	-0.0755592749961272	0.201726053256909	0.0552480212836239	0.258356827821859	-0.0182006128470684	0.17011278503063	-0.102560981646756	0.153227036588878	0.460459544967713	0.308743028401215	0.202726600667335	-0.0989836945401247	0.126295159884795	0.00728631436208346	0.185499199010351	0.0602385520876408	0.104518589423729	0.0911127715661384	0.450346752051736	0.383446374843761	-0.0344549902138233	0.0845092605553486	0.0491630958914221	0.187726577693606	-0.0270342769782905	0.159081536633567	-0.0664462001042643	-0.078688858151502	0.132687803511472	0.117331633467312
htpX	0.115060186603829	0.145387830217852	0.0681040216251042	0.0186249925793335	-0.0260120831649058	0.0689909011974823	0.592725953847171	0.620829903861438	0.532347561069725	-0.0194204632939312	0.267952503516997	0.284836438237383	-0.031004907883434	-0.0298673526833908	-0.0212440128638107	0.150958429007652	0.38991791014307	0.403434883990675	0.063094519146275	-0.00207888299710377	0.363824869127217	0.554064805251291	0.958350688703884	0.463093578867557	0.122063653332561	0.507584689811541	0.356395964263781	0.0591767865094941	0.0224098705345176	0.281405705206035	0.304575312113208	0.815231251118884	0.681515267621007	0.148343789064849	0.747899338089433	0.060836573029457	0.0887060107163642	-0.0577453321586204	0.494881931668739	0.110325435146754	0.120632733399541	0.232987380987029	0.0734040316846421	-0.112081500736387	-0.0776538499050613	0.162033627949687	0.0626902468839167	-0.0720159835613945	0.16502350473078	-0.179169332602394	-0.0301817885023019	-0.0861365160078934	-0.0604188579497036	0.415430540908453	0.0678976203745151	0.0278553702202989	-0.116401820098507	0.390656688593461	0.104711209990813	0.336378469693971	0.194857071598646	-0.174618512661616	0.161743032864286	0.019499074453935	0.127330609629958	-0.0318705922659337	0.227464574281909	-0.123102017766467	0.0225136900776185	0.521916906969207	0.343811377813119	0.0706375918783246	0.153735390124113	0.210511110648309	-0.103336507273389	0.18117897416033	0.107977167975298	0.0483433052808684	-0.0439254618164867	0.461101187693362	0.380603975762548	-0.0959345219685492	0.0466295352141974	0.0724547593291364	0.0906011216763939	-0.0671331466907934	0.0780206111778154	-0.100622356413623	-0.142975693536233	0.123487386157267	-0.0346292380168835
lon	0.0350196412163813	0.165321475557015	0.162213376677835	0.105100684568893	0.103895833951754	0.0753279259961177	0.450592203118339	0.44477260630545	0.414474100769831	0.0601949210400509	0.206721062787591	0.206786074605604	0.0985915538532216	0.0661533249061399	0.0831610553460053	0.0532532425221381	0.278268191285801	0.204010400243717	0.104341386370496	-0.00728330291217679	0.305189116400755	0.42622590934013	0.498685934582084	0.616431111218253	0.117460241455657	0.265475378009634	0.205788983641414	0.126677931739389	-0.0237180886861183	0.201429736580527	0.190018576703668	0.548820520315719	0.439732739043196	0.153602427366007	0.38017232005935	0.11991908794758	0.0585456185961719	0.0190832756380571	0.323349990409484	0.121179061002241	0.0858405040971352	0.195479137486968	0.142311242691218	0.104080368285953	0.0615464533681144	0.118512742857045	0.124658785509969	-0.0231448858831764	0.118158534708054	-0.057911373053745	0.121885019229079	0.100954848214262	0.0719132797206692	0.273046163279157	0.0773383269342281	0.0767579383239305	0.0066831586534985	0.195980126164024	0.0815207653976113	0.269485008132275	-0.0101103242948983	-0.128314853425594	0.0752727661585345	0.0953123802950353	0.10535295134207	0.0513580341388273	0.188962066506314	0.063537661577352	0.133874527432798	0.311079937089468	0.230785713884656	0.0881089281653425	0.0383279825536931	0.10684288575509	-0.00221433771197248	0.100269982731255	0.16768209324041	0.0172048437490391	0.0697182125203402	0.229108032169658	0.280350214037483	0.0147163898610385	0.0891711085638368	0.0390353396239246	0.0621011792031921	0.0581461718260564	0.088565150410267	-0.00582542841772179	-0.0250042580595211	0.12574474591713	0.0302061153930782
napA	0.452461888584235	0.181650873704477	0.154214360564915	0.152229847477692	0.115109402239418	0.0507316038362642	0.521536737190282	0.433623742759103	0.337476102190313	0.00703737224714811	0.054407578711984	0.119634806945672	0.16040972456567	-0.0588790044887272	0.106926098579667	0.235161934659605	0.302036804160574	0.303055191043808	0.196208368148149	0.0379929854448786	0.358912407514998	0.408353025990572	0.292442844173575	0.181968707674835	1.67029149029234	0.46203066947795	0.308252569310519	0.125081038131238	0.289201932513682	0.149865116250597	0.397849626931496	0.44093558613151	0.323549549778384	0.197723888703835	0.398998026889723	0.14070371636689	0.282809726218026	0.126998640475462	0.277438750184303	0.250227195278609	0.304029103913425	0.0538936330001036	0.103326155862454	-0.0984901006168058	-0.197794358718593	0.225789212769258	0.0857301207585027	-0.00897729704415458	0.398857170189759	-0.0344562769775887	0.176165265967126	-0.175856328747264	-0.106516299874973	0.45073506856987	0.309852121328807	0.202263864575883	0.1394276071944	0.337049403414461	0.111639707623339	0.319088236795508	0.570880374612793	-0.0254166017428248	0.551860114548256	-0.0119440667718351	0.488217771357857	-0.06242857448462	0.125434557923597	0.00385807393846191	0.125118677968322	0.52406666583154	0.247505029316666	0.416246742193472	-0.110334584287055	0.110975276092127	0.295179291871257	0.407003512093467	0.0500432380898062	0.377222030864748	0.196793602593978	0.588747173648531	0.415353385377124	0.206361524365414	0.251373384437191	0.119886414562992	0.271660951854051	0.190766562974666	0.142971564262033	-0.0782400411914073	-0.0682158004874808	0.19184576480247	0.361507984612904
dnr	0.499945504331204	0.324902853612595	0.235261027372833	0.251153830987145	0.242047214131065	0.239175779948325	0.95013363641637	0.995090572420945	0.968806655278412	0.15146518789688	0.356161749747528	0.387207462735648	0.125634973517665	-0.180659744869211	-0.0915252454423811	0.325864961144426	1.01164921577705	1.29353845077854	0.115068817940083	0.123716160408574	0.53928102907185	0.883421425677092	0.88625405526246	0.44450602930434	0.300960115085269	1.77630429964321	0.830551743121848	-0.110760552096594	0.39292147918352	-0.0109086745041157	0.710893634604588	1.23050810022544	0.808045426352691	0.188755041271003	0.864317758355847	0.265666274196582	0.540773492435578	0.0819484531905748	0.688639005028877	0.391134676671753	0.598669830674216	0.0585007305926842	0.347679023820988	-0.469337981683651	-0.313416533808768	0.330016408095686	0.0653573626251874	-0.00974062120313548	0.512734982987545	-0.277488793768664	0.157551675674163	-0.354020529478942	-0.277046544581328	1.03591058940508	0.360300872594781	0.110641543429412	-0.0963718820993133	0.812012263016573	0.113102804585033	0.725233202051206	0.909626936259042	-0.517560866600608	0.800278262042319	-0.27214968138066	0.971207920036635	-0.18263337977232	0.269599967502603	-0.287019503130444	0.263248040011787	1.32902300638228	0.651069363325681	0.80814360375046	0.0802988268227999	0.233507836897526	-0.0417499720571726	0.537272988463182	0.00905574046695931	0.342114331332152	0.191567084796815	1.37278931094584	1.18135502353243	-0.233219857362051	0.222789908291121	0.233554028065516	0.610139364295142	-0.0174080120629835	0.368088921707402	-0.364719932126585	-0.438052790255011	0.378478087304237	0.485890122372975
narG	0.56805236481361	0.550670052790564	0.265615418421684	0.365803075562988	0.0466043452399152	0.411324043842676	1.1783218254647	1.14195037344566	1.04074267984961	-0.12657249939211	0.351587303338964	0.261908811594571	0.158542166680646	-0.010868204751246	-0.0840447149663562	0.445615437235946	0.733694274264493	0.850390138460319	0.30466222056232	0.16585061109898	0.495842654371349	0.721284352261933	0.666197215616278	0.283459141613634	0.299039438924634	1.00075160116272	2.61972978549202	0.122924007040623	0.423897469330835	0.0899430782830531	0.621139169298458	0.961182789747826	0.736987264196093	0.205668485633876	0.585522219967764	0.211808820355762	0.473460731139235	0.0664593624544405	1.11269869189982	0.144026897398053	0.748756213280609	0.0336649443045656	0.466108691931012	-0.505420944198637	-0.232154324392295	0.20028072758921	0.074652500640437	0.0995237196681814	0.425512817171433	-0.175796479004625	0.0578705125720524	-0.0221936267452822	-0.292174432399762	0.905187862366564	0.415707900185239	-0.115296934583262	-0.0754806694850624	0.527194660798863	0.0957779074420567	0.650584420907937	0.803721536987924	-0.219482984112438	0.634407209493324	-0.0990690110743003	0.721790928426614	-0.126100217219618	0.290147144986417	-0.298699620570685	0.299113126497354	0.974759425459043	0.827593761410072	0.550024133336536	-1.3633428378725	0.100750753831977	-0.104457009839356	0.530126751125367	0.0278868926522252	0.345278922928963	0.292930306456238	0.971421867337059	0.906178446135828	-0.281824112111495	0.160609122392616	0.0831727560357042	0.458193653244669	-0.0629630560303311	0.399818579831717	-0.396249116990661	-0.153690378467396	0.295989454485692	0.574358372270684
